source	COPEB	ELK1	GATA3	IRF4	JUN	MAF	MYB	NFATC3	NFKB1	RELA	STAT3	USF2
PELP1	1	0	1	0	0	0	0	1	0	0	0	0
SND1	1	0	0	0	1	0	1	0	1	0	0	1
STAU2	1	0	1	1	1	0	0	1	1	0	0	0
PPA2	0	0	0	0	1	0	0	0	0	0	1	0
GHITM	0	0	0	1	0	0	0	0	0	0	0	0
DAPP1	1	0	1	1	0	0	1	1	0	0	0	0
VPS41	1	0	0	1	0	0	0	0	0	0	0	0
LAMP3	0	0	0	0	0	0	1	0	0	0	0	0
LYPD3	0	1	1	0	0	0	0	0	0	0	0	0
RPUSD2	0	0	0	0	0	1	0	0	0	0	0	0
MTBP	1	1	1	1	1	1	1	1	1	1	1	1
FOXP1	1	1	1	1	1	0	1	1	1	1	0	1
UQCRQ	0	0	0	0	0	0	1	0	0	0	0	0
ST6GALNAC4	1	0	0	0	0	0	0	0	0	0	0	0
TRAPPC3	0	1	0	1	1	0	0	1	0	0	1	0
C7orf54	1	1	1	1	1	1	1	1	1	1	1	1
CACYBP	0	0	0	1	0	0	0	0	0	0	0	0
EIF2AK1	0	0	0	1	0	0	0	1	0	0	0	0
ARRDC2	1	0	0	0	0	0	0	1	0	1	0	1
ZBTB11	0	0	0	0	0	0	0	1	0	0	0	0
ATP5S	0	1	0	1	0	0	0	1	0	0	0	1
SDCBP2	0	0	0	0	1	0	0	1	0	0	0	0
BBC3	1	1	1	1	1	1	1	1	1	1	1	1
AFF4	0	0	0	0	1	0	0	1	0	0	0	0
CYTH4	0	0	0	0	0	0	0	1	0	1	0	0
INVS	1	0	0	0	1	0	1	1	1	1	0	0
SNX5	0	0	0	0	0	0	1	0	0	0	0	0
CPNE7	1	1	1	1	1	1	1	1	1	1	1	1
TJP3	0	0	0	0	0	0	0	1	0	0	0	0
CIDEB	1	1	1	1	1	1	1	1	1	1	1	1
STK36	1	1	1	1	1	1	1	1	1	1	1	1
ZNF777	0	0	0	0	1	0	0	0	0	0	0	0
NDOR1	1	1	1	1	1	1	1	1	1	1	1	1
EIF2C2	1	1	1	1	1	1	1	1	1	1	1	1
NAAA	0	0	0	1	0	0	0	0	0	0	0	0
GLS2	0	0	1	0	0	0	0	1	0	0	0	0
PRELID1	0	0	0	0	0	0	0	0	0	0	1	0
SLC39A1	1	1	1	1	1	1	1	1	1	1	1	1
TUBG2	1	1	1	1	1	1	1	1	1	1	1	1
VPS4A	0	0	0	0	0	0	0	1	0	0	0	0
DISC1	1	1	1	1	1	1	1	1	1	1	1	1
GPR77	1	1	1	1	1	1	1	1	1	1	1	1
TUBGCP4	0	0	1	0	1	0	0	0	0	0	0	0
SERP1	0	0	1	1	1	0	0	0	1	1	0	0
COQ2	0	0	1	1	0	0	0	0	0	0	0	0
ARFIP1	1	1	1	1	1	1	1	1	1	1	1	1
GPKOW	0	1	0	0	0	0	0	1	0	0	0	0
SIT1	0	0	0	0	0	0	0	1	0	0	0	0
BBS9	0	0	0	1	1	0	0	0	0	0	0	0
TNFRSF21	0	0	0	0	1	0	0	0	0	0	0	0
CHMP2A	0	0	0	0	0	0	0	1	0	0	0	0
SESN1	0	0	1	1	1	0	0	1	1	0	1	1
AHDC1	0	0	0	0	0	0	0	1	0	0	0	1
RNF115	1	1	1	1	1	1	1	1	1	1	1	1
NFU1	1	1	0	1	1	0	0	0	0	0	0	1
ERLEC1	1	1	1	1	1	1	1	1	1	1	1	1
MMADHC	1	1	1	0	0	0	1	0	0	0	0	1
PDCD4	1	0	1	1	0	0	0	0	0	0	0	0
KLHL20	1	0	0	0	0	0	0	0	0	0	0	0
CSDC2	0	0	0	0	0	0	0	1	1	0	0	0
LSM1	0	0	0	0	0	0	0	0	1	0	0	0
LSM3	1	0	0	0	0	0	0	1	0	0	0	0
C10orf28	1	1	1	1	1	1	1	1	1	1	1	1
DIMT1L	1	1	1	1	1	1	1	1	1	1	1	1
DHDH	0	0	0	0	0	0	1	0	0	0	0	0
CRCP	1	1	1	1	1	1	1	1	1	1	1	1
ZNF544	0	1	0	0	0	0	0	1	0	0	0	0
APEX2	1	1	1	1	1	1	1	1	1	1	1	1
MOCS3	1	1	1	1	1	1	1	1	1	1	1	1
ZNF330	1	1	1	1	1	1	1	1	1	1	1	1
RAB30	0	1	0	1	0	0	1	1	0	0	0	1
PGAP2	0	0	1	0	0	0	0	0	0	0	0	1
RBMX	1	0	0	0	0	0	0	0	0	0	0	0
BHLHE22	1	1	1	1	1	1	1	1	1	1	1	1
TOX3	1	1	1	1	1	1	1	1	1	1	1	1
TNRC6A	0	0	0	0	0	0	0	0	1	0	0	0
ZNF638	1	1	0	0	0	0	1	0	1	0	0	1
P2RY10	0	0	0	0	0	0	0	1	1	0	0	0
EIF3K	1	1	1	1	1	1	1	1	1	1	1	1
HTATSF1	0	0	0	1	0	0	0	0	0	0	0	0
UBE2S	0	0	0	0	0	0	0	0	0	1	0	0
UTP20	0	0	0	0	0	0	1	0	0	0	0	0
RRP7A	0	0	0	0	0	0	0	1	0	0	0	0
RABGEF1	1	1	1	1	1	1	1	1	1	1	1	1
POLL	0	0	0	0	0	0	0	1	0	0	0	0
PCSK1N	1	1	1	1	1	1	1	1	1	1	1	1
KCNMB4	1	1	1	1	1	1	1	1	1	1	1	1
TMEM97	1	1	1	1	1	1	1	1	1	1	1	1
STK39	1	1	1	1	1	1	0	1	0	0	0	0
TOR1B	0	0	0	0	1	0	1	1	0	0	0	0
MCAT	1	1	1	1	1	1	1	1	1	1	1	1
PPPDE2	1	1	1	1	1	1	1	1	1	1	1	1
SGSM3	1	0	0	0	0	0	0	0	0	0	0	0
HTRA2	0	1	0	0	0	0	1	0	1	0	0	0
MAT2B	0	1	1	0	0	0	0	0	0	0	0	0
TOR2A	1	1	1	1	1	1	1	1	1	1	1	1
POLM	0	1	0	0	1	0	0	0	0	1	0	0
EML4	1	1	1	1	1	0	0	0	0	0	0	0
CECR5	1	1	1	1	1	1	1	1	1	1	1	1
PPP2R3B	1	1	1	1	1	1	1	1	1	1	1	1
SLCO3A1	0	1	1	1	0	0	1	1	0	1	1	0
NKIRAS2	0	0	1	0	0	0	0	0	0	0	0	0
NKIRAS1	1	1	1	1	1	1	1	1	1	1	1	1
DLL1	0	0	0	0	1	0	0	0	0	0	0	0
CCDC22	0	1	0	0	0	0	0	0	0	0	0	0
DEXI	1	1	1	1	1	1	1	1	1	1	1	1
ROBLD3	1	1	1	1	1	1	1	1	1	1	1	1
MRPS28	1	1	0	0	0	0	0	1	0	0	0	0
CCDC56	1	1	1	1	1	1	1	1	1	1	1	1
DCPS	1	1	1	1	1	1	1	1	1	1	1	1
OSTM1	0	0	0	0	1	0	0	1	0	0	0	1
GIT1	1	1	1	1	1	1	1	1	1	1	1	1
SLC6A16	1	0	0	0	0	0	0	0	0	0	0	0
BZW2	1	1	1	1	1	1	1	1	1	1	1	1
C11orf54	0	0	0	0	0	0	1	0	0	0	0	0
C11orf67	1	1	1	1	1	1	1	1	1	1	1	1
SPCS1	1	1	1	1	1	1	1	1	1	1	1	1
MRPS18B	1	1	1	1	1	1	1	1	1	1	1	1
C19orf53	1	0	0	0	0	0	1	1	0	0	0	0
ACAD9	0	1	0	0	0	1	0	0	0	0	1	1
MRPL42	0	0	0	0	0	0	0	1	0	0	0	0
TMEM14A	0	1	0	0	0	0	0	0	0	0	0	0
FLVCR1	1	1	1	1	1	1	1	1	1	1	1	1
C13orf15	1	1	1	1	1	1	1	1	1	1	1	1
MCTS1	0	0	0	1	0	0	0	0	0	0	0	0
MAGEH1	0	0	0	0	0	0	0	1	0	0	0	0
NOB1	0	1	0	0	0	0	0	0	0	0	0	0
DBNL	0	0	0	0	1	0	0	1	0	0	0	0
METTL11A	1	1	1	1	1	1	1	1	1	1	1	1
ASTE1	1	0	0	0	0	0	0	0	0	0	0	0
COMMD5	1	1	1	1	1	1	1	1	1	1	1	1
MACROD1	0	0	0	0	0	0	0	0	0	0	1	0
HIPK2	1	0	1	1	0	0	0	1	0	0	1	1
MRPL13	0	0	1	0	0	0	0	0	0	0	0	0
SLC43A3	1	1	1	1	1	1	1	1	1	1	1	1
ATAD2	0	0	1	0	0	0	0	1	0	0	0	0
C16orf72	0	0	0	0	0	0	0	1	0	0	0	1
FAM156A	0	0	0	0	0	0	0	0	1	0	0	0
C20orf30	1	1	1	1	1	1	1	1	1	1	1	1
WDR91	1	1	1	1	1	1	1	1	1	1	1	1
ZCCHC4	1	0	0	0	0	0	0	0	0	0	0	1
DDEF1IT1	1	1	1	1	1	1	1	1	1	1	1	1
ZC3H7A	1	1	0	1	1	0	0	0	0	0	0	0
ZBTB44	0	0	1	0	0	0	0	1	0	0	0	0
C1GALT1C1	1	0	1	0	1	1	0	0	0	0	0	0
SETD2	1	0	1	0	0	0	0	1	0	0	0	0
MRPL18	0	0	1	0	0	0	0	0	0	0	0	0
NDUFAF4	0	0	0	0	0	0	0	1	0	0	0	0
MED4	0	0	1	1	0	0	0	1	0	0	0	0
CCDC59	0	0	0	0	0	0	0	0	0	0	0	1
METTL5	1	1	1	1	1	1	1	1	1	1	1	1
CHMP4A	1	1	1	1	1	1	1	1	1	1	1	1
GTPBP8	0	1	0	1	1	0	0	0	0	0	0	0
PHPT1	0	0	0	0	0	0	0	0	0	0	1	0
C19orf62	1	1	1	1	1	1	1	1	1	1	1	1
THYN1	1	1	1	1	1	1	1	1	1	1	1	1
MRPL15	0	0	0	0	1	0	0	1	0	0	0	0
UBE2T	1	1	1	1	1	1	1	1	1	1	1	1
C18orf55	1	1	1	1	1	1	1	1	1	1	1	1
HSPC157	1	1	1	1	1	1	1	1	1	1	1	1
MRPL22	0	0	1	1	0	0	0	1	0	0	0	0
HSPC159	1	1	1	1	1	1	1	1	1	1	1	1
ORMDL2	1	1	1	1	1	1	1	1	1	1	1	1
CNIH4	1	0	1	0	0	0	0	0	0	0	0	0
RANGRF	1	1	1	1	1	1	1	1	1	1	1	1
COMMD9	1	1	1	1	1	1	1	1	1	1	1	1
TMEM208	1	1	1	1	1	1	1	1	1	1	1	1
SSU72	1	1	1	1	1	1	1	1	1	1	1	1
RNASEN	1	1	1	1	1	1	1	1	1	1	1	1
DNAJC15	1	0	1	0	0	0	0	0	0	0	0	1
N6AMT1	0	0	0	1	1	0	0	0	1	0	0	0
C16orf80	1	0	0	0	0	0	1	0	0	0	0	0
NXT1	1	0	0	0	0	0	0	1	0	0	1	0
PYCARD	1	1	1	1	1	1	1	1	1	1	1	1
FHOD1	1	1	1	1	1	1	1	1	1	1	1	1
TBK1	1	0	1	0	1	0	0	0	0	0	0	1
SAP30BP	0	0	1	0	0	0	0	1	0	0	0	0
MYLIP	0	0	0	1	0	0	0	1	0	0	0	0
BRD7	1	0	0	0	1	0	0	0	0	0	0	1
CLEC2D	1	0	0	0	0	0	1	1	0	0	0	0
ANKRD11	1	0	0	1	1	0	1	1	0	0	1	0
CD274	1	0	1	0	1	0	0	0	0	0	0	0
RACGAP1	0	0	0	0	0	0	0	1	1	0	0	0
USP25	1	0	0	1	1	0	0	0	0	1	0	0
TMOD4	1	1	1	1	1	1	1	1	1	1	1	1
TMOD3	1	0	1	0	0	0	0	0	1	0	0	0
ABT1	0	0	1	1	1	0	0	0	0	1	0	0
PARVB	1	0	0	0	1	0	0	0	0	0	0	0
NCAPH2	0	0	0	0	0	0	0	1	0	0	0	0
OLA1	1	1	1	1	1	1	1	1	1	1	1	1
UCRC	1	1	1	1	1	1	1	1	1	1	1	1
C2orf27A	1	1	1	1	1	1	1	1	1	1	1	1
YPEL1	1	0	0	0	0	0	0	0	0	0	1	1
ZDHHC8	1	1	1	1	1	1	1	1	1	1	1	1
VPREB3	1	1	1	1	1	1	1	1	1	1	1	1
REPIN1	0	0	0	1	0	0	0	0	0	0	0	0
SENP1	1	1	1	1	1	1	1	1	1	1	1	1
TFPT	1	1	1	1	1	1	1	1	1	1	1	1
TRPM5	1	0	0	0	0	0	0	1	0	0	0	0
ICOS	1	1	1	1	1	0	0	0	0	0	0	1
UBN1	0	0	0	0	0	0	1	0	0	0	0	0
ALG5	1	1	1	1	1	1	1	1	1	1	1	1
NPC1L1	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC2	1	1	1	1	1	1	1	1	1	1	1	1
CNOT7	0	0	1	0	0	0	0	0	0	0	0	0
SNX8	1	0	0	0	1	0	0	0	0	0	0	0
SNX10	1	0	1	0	0	0	0	1	0	0	1	0
STRN4	1	1	1	1	1	1	1	1	1	1	1	1
GNL2	0	0	0	0	0	0	0	1	0	0	0	0
RBM15B	0	0	0	0	0	0	0	1	0	0	0	0
PSMC3IP	0	0	1	0	0	0	0	0	0	0	0	0
CPSF1	1	1	1	1	1	1	1	1	1	1	1	1
TRA2A	1	0	0	0	0	0	0	1	0	0	0	0
SAC3D1	0	0	0	0	0	0	0	1	0	0	0	0
C12orf24	1	1	1	1	1	1	1	1	1	1	1	1
EEF2K	1	0	1	0	0	0	0	1	0	0	0	0
SNX15	1	1	1	1	1	1	1	1	1	1	1	1
GPR171	1	0	0	0	0	0	0	0	1	0	0	1
HOOK2	0	0	0	0	0	0	1	1	0	1	0	0
UBIAD1	1	0	0	0	1	0	0	0	0	0	0	1
HCFC2	0	0	1	0	1	0	1	0	0	0	0	0
SNX11	1	1	1	1	1	1	1	1	1	1	1	1
C18orf8	1	0	0	0	1	0	0	0	0	0	0	0
PYCR2	1	0	0	0	0	0	1	0	1	0	0	1
NME7	1	0	1	1	1	0	1	0	0	0	1	0
C7orf68	1	1	1	1	1	1	1	1	1	1	1	1
EPN1	0	0	0	0	0	0	0	1	0	0	0	0
GMPPB	0	0	0	0	0	0	1	0	0	0	0	0
GMPPA	0	0	0	0	1	0	0	1	0	0	0	0
SEC61A1	0	0	1	1	1	0	1	1	1	0	0	1
TIMM22	1	1	1	1	1	1	1	1	1	1	1	1
ALG6	1	1	1	1	1	1	1	1	1	1	1	1
GPR132	0	1	0	0	0	0	0	1	0	0	0	0
SNX12	1	0	0	0	0	0	0	0	0	0	0	0
RPA4	1	1	1	1	1	1	1	1	1	1	1	1
NENF	0	0	0	1	0	0	1	0	0	0	0	0
DSE	0	0	0	0	1	0	1	1	0	0	1	0
PNMA3	1	1	1	1	1	1	1	1	1	1	1	1
ANAPC4	0	0	1	0	0	0	0	1	1	0	0	0
SERTAD3	0	0	0	0	0	0	0	1	0	0	0	0
SERTAD1	1	0	0	0	0	0	0	1	0	1	0	0
DPP7	0	0	0	0	0	0	0	1	0	0	0	0
POMT2	0	0	0	0	0	0	0	0	0	0	0	1
LASS2	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A24	1	1	1	1	1	1	1	1	1	1	1	1
NRBP1	0	0	0	1	0	0	0	0	0	0	0	0
FTSJ2	0	0	0	0	0	0	0	1	0	0	1	0
C16orf5	1	1	1	1	1	1	1	1	1	1	1	1
STRN3	0	0	1	0	1	0	0	1	0	0	0	0
PSAT1	0	0	0	0	1	0	0	0	0	0	0	0
MDFIC	0	1	0	0	0	0	1	0	1	0	0	0
UBQLN1	1	0	0	0	0	0	0	1	0	0	0	0
DONSON	1	1	1	1	1	1	1	1	1	1	1	1
NRBF2	0	0	1	0	0	0	0	0	0	0	0	0
SLC39A3	0	0	0	0	0	0	0	0	0	0	1	1
SLC2A8	1	1	1	1	1	1	1	1	1	1	1	1
PILRB	0	0	0	0	1	0	0	1	0	0	0	1
PILRA	1	0	0	0	0	0	0	0	0	0	0	0
BAZ2B	0	0	0	0	1	0	0	0	0	0	0	0
GLTSCR2	1	1	1	1	1	1	1	1	1	1	1	1
GLTSCR1	0	0	0	0	1	0	0	1	0	0	0	0
TNPO2	1	0	0	0	0	0	0	1	0	0	0	0
ERO1L	1	1	1	1	1	1	1	1	1	1	1	1
EFEMP2	0	0	0	0	0	0	0	1	0	0	0	0
TBX21	0	0	0	1	0	0	0	0	1	0	0	0
SH3KBP1	1	1	0	1	1	0	1	1	0	0	0	1
SLC40A1	1	0	1	1	1	0	0	0	0	0	0	1
SOX8	1	1	1	1	1	1	1	1	1	1	1	1
ST6GALNAC6	1	0	0	0	0	0	0	0	0	0	0	0
CXXC1	1	0	1	0	0	0	1	0	0	0	0	0
NT5C	1	1	1	1	1	1	1	1	1	1	1	1
ZNRD1	1	1	1	1	1	1	1	1	1	1	1	1
CD209	1	1	1	1	1	1	1	1	1	1	1	1
DNTTIP2	0	1	0	0	1	0	0	1	0	0	0	0
EHD4	0	0	0	0	1	0	0	1	0	1	0	0
PIK3R4	1	0	0	0	0	0	0	0	0	0	0	0
CDR2L	0	0	0	0	0	0	0	1	0	0	0	0
STOML2	1	1	1	1	1	1	1	1	1	1	1	1
KLK14	1	1	1	1	1	1	1	1	1	1	1	1
ZNF295	1	1	1	1	1	1	1	1	1	1	1	1
SCAPER	1	1	1	0	0	0	0	1	0	0	0	0
WDR8	1	1	1	1	1	1	1	1	1	1	1	1
RRM2B	0	0	0	0	0	0	0	1	0	0	0	0
SMARCAL1	1	1	0	0	0	0	0	1	0	0	0	0
MINK1	0	0	0	0	0	1	0	1	0	0	0	0
CHST11	1	1	1	1	1	0	1	1	1	0	1	0
IL21R	1	0	0	0	1	0	1	1	1	0	0	1
ITSN2	1	0	0	0	0	0	1	0	1	0	0	0
DEF6	0	1	0	0	0	0	1	0	0	0	0	1
CUZD1	1	1	1	1	1	1	1	1	1	1	1	1
CYHR1	0	0	0	0	0	0	0	1	0	0	0	0
GEMIN4	1	1	1	1	1	1	1	1	1	1	1	1
PNPLA8	0	0	0	0	0	0	0	1	0	0	0	0
ARHGEF3	1	0	1	1	1	0	1	1	1	1	1	1
NEUROG3	1	1	1	1	1	1	1	1	1	1	1	1
DCAF8	0	0	0	1	0	0	0	0	1	1	0	0
KCNK4	1	1	1	1	1	1	1	1	1	1	1	1
MYEF2	1	1	1	1	1	1	1	1	1	1	1	1
IRX4	1	1	1	1	1	1	1	1	1	1	1	1
ASAP1	1	1	1	1	0	0	1	1	1	1	0	1
AK3	0	0	1	1	1	0	0	1	1	0	0	0
HP1BP3	1	0	0	0	0	0	0	0	0	0	0	0
HDGFRP3	1	1	1	0	0	0	0	0	0	0	0	0
COPS7A	0	0	0	0	1	0	0	0	0	0	0	0
NSDHL	1	1	1	1	1	1	1	1	1	1	1	1
DHH	0	0	0	0	0	0	1	1	0	0	0	0
F11R	1	1	1	1	0	0	0	0	0	1	0	0
TRAT1	0	1	1	0	0	0	1	0	0	0	0	1
VILL	0	0	0	0	0	0	0	1	0	0	0	1
C6orf48	0	0	0	0	0	0	0	1	0	0	0	0
PARD6A	1	1	1	1	1	1	1	1	1	1	1	1
CLEC4A	0	0	1	0	0	0	0	0	1	0	0	0
STMN3	0	0	0	0	0	0	0	1	0	0	0	0
RNF141	1	0	0	0	0	0	0	0	0	0	0	0
HEBP1	0	0	0	0	0	0	0	0	0	0	1	1
TMED5	1	0	0	1	0	0	1	0	0	0	0	0
SLC35B3	1	1	1	1	1	1	1	1	1	1	1	1
MTERFD1	0	0	0	0	0	0	1	0	0	0	0	0
TPRKB	1	1	1	1	1	1	1	1	1	1	1	1
MED31	0	0	0	1	0	0	0	1	0	0	0	0
COQ6	1	1	1	1	1	1	1	1	1	1	1	1
AMDHD2	1	1	1	1	1	1	1	1	1	1	1	1
SLC35C2	1	0	0	0	1	0	0	1	0	1	0	0
ASCC1	1	0	1	0	1	0	0	0	1	0	0	0
DERL2	1	1	1	1	1	1	1	1	1	1	1	1
EXOSC3	1	1	1	1	1	1	1	1	1	1	1	1
FAHD2A	1	0	1	0	0	0	1	1	0	0	0	0
SLMO2	1	0	0	0	0	0	1	0	0	0	0	0
EXOSC1	0	0	0	0	1	0	0	0	0	0	0	0
TMED7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ISOC1	0	0	0	0	0	0	0	1	0	0	0	0
FAM158A	1	1	1	1	1	1	1	1	1	1	1	1
RRP15	0	1	0	1	0	0	0	1	0	0	0	0
CCDC53	1	0	0	0	0	0	1	0	0	0	0	0
HDDC2	1	0	0	0	0	0	0	0	0	0	0	0
MRPS16	1	1	1	1	1	1	1	1	1	1	1	1
GLRX2	1	1	1	1	1	1	1	1	1	1	1	1
MRPS18C	0	0	0	0	0	0	1	0	0	0	0	0
FIS1	0	0	0	0	0	0	0	1	0	0	0	0
Magmas	1	1	1	1	1	1	1	1	1	1	1	1
GOLT1B	0	1	0	0	1	0	0	0	0	0	0	0
BOLA1	1	1	1	1	1	1	1	1	1	1	1	1
VPS36	1	1	1	1	1	1	1	1	1	1	1	1
PPPDE1	1	1	1	1	1	1	1	1	1	1	1	1
FAM18B	1	1	1	1	1	1	1	1	1	1	1	1
GLOD4	1	1	1	1	1	1	1	1	1	1	1	1
UBXN1	1	1	1	1	1	1	1	1	1	1	1	1
ZNF593	1	0	0	0	0	0	0	1	0	0	0	0
ZBTB7B	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PRLH	1	1	1	1	1	1	1	1	1	1	1	1
GMNN	0	0	0	0	1	0	0	0	0	1	0	0
LAP3	1	1	1	1	1	1	1	1	1	1	1	1
C2orf86	1	1	1	1	1	1	1	1	1	1	1	1
ZNF691	0	0	0	0	0	0	0	1	0	0	0	0
TXNDC12	0	0	0	0	1	0	1	0	0	0	0	0
TXNDC11	0	1	0	0	0	0	0	1	1	0	0	0
CALHM2	0	0	0	0	0	0	0	1	0	0	0	0
RPS27L	0	0	0	1	0	0	0	0	0	0	0	0
YARS2	0	1	0	0	0	0	0	0	1	0	0	0
NMD3	0	0	0	0	0	0	0	0	1	0	0	0
MRPL2	1	0	0	0	0	0	1	0	0	0	0	0
NOSIP	1	0	0	0	0	0	0	0	0	0	0	0
DERA	0	0	0	0	1	0	0	0	0	0	0	1
MRPL4	0	0	0	0	0	0	0	1	0	0	0	0
APIP	1	1	0	0	0	0	1	1	0	0	0	1
TMX2	1	1	1	1	1	1	1	1	1	1	1	1
CUTC	0	0	0	0	1	0	0	1	0	0	0	0
FCF1	1	1	1	1	1	1	1	1	1	1	1	1
THAP4	1	0	0	0	0	0	0	0	0	1	0	0
NDUFA13	0	0	0	0	0	0	0	1	0	0	0	0
MRPS7	1	1	1	1	1	1	1	1	1	1	1	1
POLR1D	0	1	0	1	0	0	0	0	0	0	0	0
CRYL1	1	1	0	1	1	0	0	0	1	0	1	1
MLXIPL	0	1	0	0	0	0	0	1	0	1	0	0
KLHL5	0	0	0	1	1	0	0	1	0	0	0	1
SEPSECS	0	1	0	0	0	0	0	0	0	0	0	0
SIDT2	0	0	0	0	0	0	0	1	0	0	0	0
ADIPOR1	0	0	0	0	0	0	0	1	0	0	0	0
TRNT1	0	1	0	0	0	0	0	0	0	1	0	0
UTP18	1	0	0	0	0	0	0	1	1	0	0	0
SCCPDH	0	0	0	0	0	0	0	0	1	0	1	0
IFT52	0	0	0	0	0	0	0	1	0	0	0	0
ABHD5	0	0	0	0	0	0	0	1	1	0	0	0
SH3GLB1	0	1	0	0	0	0	0	0	0	0	0	0
FAM164A	1	1	1	1	1	1	1	1	1	1	1	1
MECR	0	0	0	0	0	0	0	0	0	0	0	1
NDUFAF1	1	1	1	1	1	1	1	1	1	1	1	1
FAM108B1	1	0	1	0	0	0	0	1	1	0	0	1
PHF20L1	1	1	0	0	0	0	0	1	0	0	0	0
TFB1M	0	1	0	1	1	0	0	0	0	0	0	0
APH1A	1	1	1	1	1	1	1	1	1	1	1	1
METTL9	0	0	0	1	1	0	1	1	0	1	0	0
RDH11	0	1	0	0	1	0	0	0	0	1	0	0
LACTB2	1	0	0	0	0	0	0	0	0	0	0	0
SUV420H1	0	0	0	0	0	0	0	1	0	0	0	0
TTC15	1	1	1	1	1	1	1	1	1	1	1	1
ZDHHC9	1	1	1	1	1	1	1	1	1	1	1	1
FAM82B	1	1	1	1	1	1	1	1	1	1	1	1
MRPS2	0	0	0	0	0	0	0	1	0	0	0	0
COQ4	0	0	0	0	0	0	0	0	0	0	0	1
UTP11L	0	0	0	1	0	0	1	1	0	0	0	0
SBDS	0	0	1	0	0	0	0	0	0	0	0	0
RPL26L1	1	1	1	1	1	1	1	1	1	1	1	1
COMMD2	0	0	1	0	0	0	0	0	0	0	0	1
ZNF706	0	0	0	1	1	0	0	1	0	0	0	0
IER3IP1	1	1	1	1	1	1	1	1	1	1	1	1
GOLGA7	0	1	0	0	1	0	0	1	0	0	0	0
NAT5	1	1	1	1	1	1	1	1	1	1	1	1
SAR1B	0	0	0	0	0	0	0	1	0	0	0	0
ASB3	1	0	0	0	0	0	1	0	0	0	0	1
PHF11	0	0	0	0	0	0	1	0	0	0	0	0
RLIM	1	1	0	0	0	0	0	1	0	0	0	1
KCTD3	1	0	0	0	0	0	0	0	0	0	0	0
CCDC41	1	0	0	0	1	0	0	0	0	0	0	0
IRAK4	0	0	0	1	0	0	0	0	0	0	0	0
RNFT1	1	1	1	1	1	1	1	1	1	1	1	1
COPS4	1	0	0	0	0	0	0	0	1	1	1	0
INSIG2	0	0	0	1	0	0	0	0	0	0	0	0
CHCHD2	0	0	0	0	1	0	0	1	0	0	0	0
DYNC1LI1	0	1	0	0	0	0	0	0	0	0	0	1
HSD17B12	0	0	0	0	1	0	0	0	0	0	0	1
ING4	1	1	1	1	1	1	1	1	1	1	1	1
C5orf45	0	0	0	0	0	0	0	1	0	0	0	0
SDF4	1	1	1	1	1	1	1	1	1	1	1	1
MRTO4	0	0	0	0	1	0	0	0	0	0	0	0
HN1	0	1	0	0	0	0	0	1	0	0	1	0
ZNF580	1	1	1	1	1	1	1	1	1	1	1	1
VPS28	0	0	0	0	0	0	0	1	0	0	0	0
C3orf18	0	0	0	0	1	0	0	1	0	0	0	0
EGFL7	0	0	0	0	0	0	0	1	1	0	0	0
DBR1	0	0	0	1	0	0	0	0	0	0	0	0
DCTN4	1	1	1	1	1	1	1	1	1	1	1	1
CYB5R4	0	0	1	0	0	0	0	0	1	0	0	0
HSD17B11	0	0	1	0	0	0	0	0	0	0	0	0
NAGPA	0	0	0	0	0	0	0	0	0	0	0	1
TUBD1	0	0	1	0	0	0	0	0	0	0	0	1
TUBE1	1	1	1	1	1	1	1	1	1	1	1	1
LEF1	1	0	0	1	1	0	1	0	1	1	1	1
PLEKHO1	0	1	0	1	0	0	0	0	0	1	0	1
DCXR	1	1	1	1	1	1	1	1	1	1	1	1
HSPA14	1	1	1	1	1	1	1	1	1	1	1	1
GPN3	0	0	0	0	0	0	1	0	0	0	0	0
CRBN	1	1	1	1	1	0	0	0	0	0	0	1
RSL24D1	1	1	1	1	1	1	1	1	1	1	1	1
SS18L2	1	1	1	1	1	1	1	1	1	1	1	1
HERC5	0	0	0	0	0	0	0	1	0	0	0	0
CKLF	1	1	0	1	0	0	0	0	0	0	1	0
ZNF639	0	0	1	1	0	0	0	0	0	0	0	0
IPO11	1	0	1	1	0	0	1	0	0	0	0	0
NIN	1	0	1	0	1	0	0	1	0	0	0	1
ZDHHC2	0	0	0	0	0	0	0	1	0	0	0	0
DDX47	1	0	1	0	0	0	0	0	0	0	0	0
TACO1	1	0	0	0	0	0	0	0	0	1	0	0
ACP6	1	0	0	0	1	0	0	0	0	0	0	1
IGF2AS	1	1	1	1	1	1	1	1	1	1	1	1
GLRX5	1	1	1	1	1	1	1	1	1	1	1	1
ZNF219	0	0	1	0	0	0	0	0	0	0	1	0
ABI3	0	0	0	0	0	0	0	1	0	0	0	0
PIGP	0	0	0	1	0	0	0	1	0	0	0	0
GLTP	1	0	0	0	0	0	0	1	0	0	0	1
PHF20	1	0	1	1	1	0	0	1	1	0	0	1
VRK3	0	0	0	0	0	0	0	1	0	0	0	1
C22orf43	0	0	0	0	0	0	0	1	0	0	0	0
TMEM85	1	1	1	1	1	1	1	1	1	1	1	1
